id,captured_at,compass_angle,creator_id,is_pano,sequence_id,lon,lat,organization_id,svf,gvi,svf_percent,gvi_percent,lst,ndvi,ndbi,lst_norm,gvi_norm,ndvi_norm,svf_norm,priority_score,priority_level,shade,temp_comfort,veg_comfort,pci,comfort_level,seg_lat,seg_lon,segment_id
195997335684829,1496323785000,151.06557272157,111480967750226,False,zIJRB2tVQqCVXNvsJRJZsg,55.31326532363891,25.24888323049771,1805883732926354.0,0.2015177408854166,0.0079871283637152,20.15177408854166,0.79871283637152,49.95539375000004,0.0334544628858566,0.0197353102266788,0.553905893101878,0.9877089433161378,0.8703625338062606,0.2747854674460178,0.6837799199479404,High,0.7984822591145834,0.446094106898122,0.012291056683862253,0.4609791976203186,Comfortable,25.249,55.3135,25.249_55.3135
1614681633057513,1769845400103,283.18788893428314,916841867669093,False,2t0K4ny7eZ1O8kxWwdzvlS,55.305272340774536,25.241076240268526,,0.3194150924682617,0.0004405975341796,31.941509246826172,0.04405975341796,50.40657239000001,0.0044705346226692,0.1541977226734161,0.614207400639562,0.9993224451657564,0.920207057840698,0.4355539699576397,0.7448880786090495,High,0.6805849075317383,0.38579259936043797,0.0006775548342435357,0.3926911460888445,Moderate,25.241,55.3055,25.241_55.3055
235716804975358,1496322543000,199.62284227089,111480967750226,False,tkHOFVEVKOB2fnxkHrZRUg,55.307283997535706,25.24700067091753,1805883732926354.0,0.0728030734592014,0.0024787055121527,7.280307345920139,0.24787055121527,48.608693870000025,-0.0048735993914306,-0.0721655711531639,0.3739150296939267,0.996185961487816,0.9362764431985952,0.0992661359633836,0.6007577112837512,High,0.9271969265407987,0.6260849703060734,0.003814038512184045,0.5759064220397548,Comfortable,25.247,55.307500000000005,25.247_55.307500000000005
292779615808888,1496323466000,13.966045190369,111480967750226,False,OMEAegpDD5Rd75ueJEXgXg,55.30873239040375,25.24825247924863,1805883732926354.0,0.4152374267578125,0.056671142578125,41.52374267578125,5.6671142578125,50.011791079999995,0.1735120862722396,0.0310090091079473,0.5614435815440828,0.9127881748336076,0.6295012705676442,0.5662202909909332,0.6636077740882038,High,0.5847625732421875,0.4385564184559172,0.08721182516639231,0.40189242430873057,Moderate,25.2485,55.3085,25.2485_55.3085
767554887285372,1496321414000,176.28962417094,111480967750226,False,2o_aVX9zoMounQF1Ni4jWQ,55.302032232284546,25.23718468804074,1805883732926354.0,0.2491861979166666,0.1023729112413194,24.91861979166666,10.23729112413194,49.23760955,0.0142238838598132,0.1711368113756179,0.4579716765646409,0.842456841550826,0.903433932884943,0.3397876608885782,0.6254578167238383,High,0.7508138020833334,0.5420283234353591,0.15754315844917396,0.5189819497156037,Comfortable,25.237000000000002,55.302,25.237000000000002_55.302
184539156871151,1590390275000,194.97723244962,104723918435539,False,RIhcLjBWAC_7vtpPA1WavA,55.308045744895935,25.24653002646475,,0.4664662679036458,0.2170562744140625,46.64662679036458,21.70562744140625,49.46319887000004,0.1554433703422546,0.0143209872767329,0.4881224303334905,0.6659684019734702,0.6605745791014446,0.636077535160104,0.5892676187210683,Medium,0.5335337320963542,0.5118775696665094,0.3340315980265298,0.4749957336069602,Comfortable,25.2465,55.308,25.2465_55.308
134963142005469,1591514673000,186.94219212237,104723918435539,False,SbrYlPyxCVbME-X7D0UQWQ,55.307069420814514,25.24413795998504,,0.4524485270182292,0.0402679443359375,45.24485270182292,4.02679443359375,49.68195215000003,-0.0002231897233286,0.0975799337029457,0.5173595248972166,0.9380313729902672,0.9282789952899866,0.6169625068707638,0.7196518282950654,High,0.5475514729817708,0.4826404751027834,0.06196862700973282,0.40019136233716635,Moderate,25.244,55.307,25.244_55.307
1496790095783590,1769845559439,114.04538151566186,916841867669093,False,2t0K4ny7eZ1O8kxWwdzvlS,55.30370593070984,25.2384365974886,,0.3541730244954427,0.021461804707845,35.417302449544266,2.1461804707845,51.40292522000004,0.0261055789887905,0.1070476993918418,0.7473732297852954,0.9669725039931708,0.8830006281565991,0.4829509691895013,0.7897351889221559,Critical,0.6458269755045574,0.2526267702147046,0.033027496006829284,0.3353470235141843,Moderate,25.238500000000002,55.3035,25.238500000000002_55.3035
319491853192358,1496323191000,119.6613032426,111480967750226,False,TF3BEAWJMEZwTV3MhVZxIQ,55.30943512916565,25.248858970894844,1805883732926354.0,0.3825497097439236,0.000150892469618,38.25497097439236,0.0150892469618,49.998119,0.0489765517413616,0.0345971249043941,0.5596162631338508,0.9997682778773864,0.8436687356434506,0.5216463014628152,0.7207692670709994,High,0.6174502902560763,0.4403837368661492,0.0002317221226136944,0.39231902686673986,Moderate,25.249,55.3095,25.249_55.3095
143203554455454,1591514966000,18.358856072414,104723918435539,False,9h3Sm7kHFiJ8PI51fCtE0Q,55.308313965797424,25.246995818922173,,0.3604571024576823,0.1470222473144531,36.045710245768234,14.702224731445307,49.04961845,0.0817959383130073,0.1779259294271469,0.4328460484239367,0.7737451170800078,0.7872282598076196,0.4915201337219686,0.5977483706593959,Medium,0.6395428975423176,0.5671539515760633,0.22625488291999224,0.5072653155002346,Comfortable,25.247,55.3085,25.247_55.3085
910661922812968,1496323644000,46.251000373754,111480967750226,False,zIJRB2tVQqCVXNvsJRJZsg,55.312755703926086,25.24933445822816,1805883732926354.0,0.3108808729383681,0.0122222900390625,31.088087293836807,1.22222900390625,49.82550899,0.0376321338117122,0.0326057448983192,0.5365463682046595,0.9811913713269556,0.8631780687820265,0.4239164422650662,0.6961394702097681,High,0.6891191270616319,0.4634536317953405,0.018808628673044326,0.43127530435796846,Moderate,25.2495,55.313,25.2495_55.313
815495906034451,1496323138000,129.00708336422,111480967750226,False,DFLvdLzYvX7MUyyQbUrcdw,55.308061838150024,25.246539730492486,1805883732926354.0,0.2584788004557292,0.2793528238932292,25.84788004557292,27.93528238932292,49.46319887000004,0.1554433703422546,0.0143209872767329,0.4881224303334905,0.5700990404160236,0.6605745791014446,0.3524593432850314,0.5227575495504457,Medium,0.7415211995442708,0.5118775696665094,0.4299009595839765,0.5717586876030927,Comfortable,25.2465,55.308,25.2465_55.308
2929519247285642,1533881007363,31.746276855469,105455461693813,False,R65hV5P2R5iatnb_0iySlA,55.29665172100067,25.24152749699094,492619558525608.0,0.3552932739257812,0.0043652852376302,35.52932739257812,0.43652852376302,47.68241045000002,0.0314960964024066,0.2320499271154403,0.2501142074006414,0.9932826675602888,0.8737303949314394,0.4844785762216954,0.595784215269871,Medium,0.6447067260742188,0.7498857925993586,0.006717332439711061,0.5272810042756477,Comfortable,25.241500000000002,55.2965,25.241500000000002_55.2965
1101685568257363,1732961887992,105.0,106609934906640,False,6N9wsKZQEPv2gncUqpfYlb,55.306436419487,25.253638019134,,0.2964655558268229,0.0026028951009114,29.64655558268229,0.26028951009114,49.53155927,-0.0019687910098582,-0.0171492882072925,0.4972590223846502,0.99599484373433,0.9312809577738462,0.4042592666445877,0.6947974014389001,High,0.7035344441731771,0.5027409776153497,0.004005156265669894,0.4483347355731694,Moderate,25.2535,55.3065,25.2535_55.3065
490368972086645,1591514883000,98.909337826253,104723918435539,False,XiZBXRgaToRDeOtKfEPGbA,55.30649542808533,25.244618317884377,,0.3663291931152344,0.0173238118489583,36.63291931152344,1.7323811848958302,49.48199798000002,0.0072722788900136,0.2392167896032333,0.4906349931475576,0.973340541016528,0.9153888148405122,0.4995274995274995,0.6975960204103824,High,0.6336708068847656,0.5093650068524425,0.02665945898347202,0.43219564989651293,Moderate,25.244500000000002,55.3065,25.244500000000002_55.3065
175778647678271,1590390727000,150.0765942214,104723918435539,False,6CcpA2s3-dpflQRLOT5fMg,55.3134423494339,25.248582411079695,,0.4915173848470052,0.0014623006184895,49.15173848470051,0.14623006184895,50.16560198000002,0.037127885967493,0.0641734823584556,0.5820009136592071,0.997750126582898,0.8640452388068165,0.6702380188618721,0.7555826477000515,Critical,0.5084826151529949,0.41799908634079286,0.0022498734171021387,0.34573101819414087,Moderate,25.2485,55.3135,25.2485_55.3135
