segment_id,lat,lon,pci_mean,pci_std,point_count,lst_mean,gvi_mean,svf_mean,shade_mean,rank
25.252_55.3025,25.252016175333182,55.30247646409112,0.5355803393058879,0.044858976350680514,111,48.493097049459465,0.017397448107286925,0.2411477639749124,0.7588522360250877,44
25.2395_55.2995,25.23932667460567,55.299531161785126,0.5347556665567706,0.03698887654759144,21,48.99618340400003,0.007362729027157685,0.13282171178747104,0.867178288212529,45
25.2435_55.306000000000004,25.243505640162105,55.30606408010829,0.5345647478933073,0.03165979539053844,14,48.44152161909094,0.03734752110072541,0.28503377509839606,0.714966224901604,46
25.241500000000002_55.3025,25.241520380396608,55.3025039434433,0.5343661971231333,0.03096549911158644,8,49.53588876200003,0.002020941840277725,0.09320509168836802,0.906794908311632,47
25.2485_55.303000000000004,25.248427149110363,55.30314879758017,0.5324711979862301,0.015673362762136996,14,49.02166392928574,0.07045110066731766,0.21706154232933406,0.782938457670666,48
25.245_55.3095,25.245179772744354,55.30959682805197,0.5302159919485103,0.05833537205439803,7,49.26886001857145,0.1823530256100864,0.30381820793438674,0.6961817920656133,49
25.241_55.2965,25.241068615291244,55.2963559116636,0.5299507778959451,0.010354343224277723,5,47.68826991285717,0.00286865234374996,0.34550930204845604,0.6544906979515439,50
25.2465_55.3025,25.24643244693719,55.3026020526886,0.5293385525978502,0.04180516810292181,5,49.18159200000002,0.0073689778645832805,0.1397090958960262,0.8602909041039738,51
25.247500000000002_55.3085,25.247488004262205,55.30840805768967,0.529246132412642,0.06521861795808793,50,49.547863225400015,0.19847524007161457,0.27612521701388887,0.7238747829861112,52
25.2465_55.3065,25.246472772604207,55.30639350414276,0.5288651476452125,0.004098357807988348,6,49.20855638,0.0030500623914930165,0.12099355061848956,0.8790064493815105,53
25.241_55.296,25.240947469333985,55.296141688640304,0.5283425793371253,0.062988207603541,8,47.88617702692309,0.003103574117024675,0.398012210161258,0.601987789838742,54
