x1,y1,x2,y2
329722.22451143677,2791823.356054743,329722.2116174329,2791818.3267827877
329722.2116174329,2791818.3267827877,329723.0358968581,2791813.3645244446
329723.0358968581,2791813.3645244446,329725.2642214624,2791807.875011464
329725.2642214624,2791807.875011464,329728.7100099502,2791803.045943193
329728.7100099502,2791803.045943193,329733.1954023392,2791799.156509365
329733.1954023392,2791799.156509365,329738.4501934014,2791796.3541248143
329738.4501934014,2791796.3541248143,329744.0265404851,2791793.4812291106
329744.0265404851,2791793.4812291106,329749.20161709667,2791789.9487007405
329749.20161709667,2791789.9487007405,329753.91581156815,2791785.823757414
329753.91581156815,2791785.823757414,329760.38429438643,2791778.574896807
329221.4756178118,2791979.1973568057,329227.90366882016,2791975.161367197
329227.90366882016,2791975.161367197,329243.1691678263,2791965.5856127227
329243.1691678263,2791965.5856127227,329248.0069254049,2791974.464581909
329248.0069254049,2791974.464581909,329252.8755994424,2791983.398552802
329221.4756178118,2791979.1973568057,329213.8152388202,2791963.031405597
329213.8152388202,2791963.031405597,329205.650543905,2791947.6251317826
329205.650543905,2791947.6251317826,329202.8303156189,2791939.7288185908
329202.8303156189,2791939.7288185908,329200.01064353966,2791931.876811137
329200.01064353966,2791931.876811137,329196.62944628147,2791924.242374505
329196.62944628147,2791924.242374505,329192.72744084947,2791916.8582294043
329192.72744084947,2791916.8582294043,329188.67067734036,2791909.1880083526
329188.67067734036,2791909.1880083526,329185.36531274195,2791901.1759620775
329185.36531274195,2791901.1759620775,329183.2866555458,2791894.5553496024
329183.2866555458,2791894.5553496024,329181.9312736037,2791887.7594372043
329181.9312736037,2791887.7594372043,329181.32015608664,2791880.8544283095
329181.32015608664,2791880.8544283095,329181.4443478959,2791873.9290605667
329181.4443478959,2791873.9290605667,329182.3248382733,2791867.0495376405
329182.3248382733,2791867.0495376405,329183.7587279773,2791860.9052615836
329183.7587279773,2791860.9052615836,329185.870138041,2791854.9518401227
329185.870138041,2791854.9518401227,329188.6299635712,2791849.278265595
329188.6299635712,2791849.278265595,329191.9984656288,2791843.9293522844
329191.9984656288,2791843.9293522844,329196.9105027274,2791837.9295095806
329196.9105027274,2791837.9295095806,329202.5974455632,2791832.651042984
329202.5974455632,2791832.651042984,329208.94959068793,2791828.183962462
329208.94959068793,2791828.183962462,329216.14547517017,2791825.102076019
329216.14547517017,2791825.102076019,329223.6128085023,2791822.7700776774
329223.6128085023,2791822.7700776774,329231.28134622506,2791821.211010278
329231.28134622506,2791821.211010278,329238.6978658596,2791820.4416704974
329238.6978658596,2791820.4416704974,329246.1538332885,2791820.4029901484
329246.1538332885,2791820.4029901484,329253.58865944296,2791821.0846555284
329253.58865944296,2791821.0846555284,329260.9203483403,2791822.3769201892
329260.9203483403,2791822.3769201892,329292.9133690399,2791828.033056741
329292.9133690399,2791828.033056741,329300.558325724,2791830.196558805
329300.558325724,2791830.196558805,329307.99967412156,2791832.99408307
329307.99967412156,2791832.99408307,329315.1667509745,2791836.4154422446
329315.1667509745,2791836.4154422446,329321.124723978,2791839.840975008
329321.124723978,2791839.840975008,329326.6178447048,2791843.95921276
329326.6178447048,2791843.95921276,329331.56467746844,2791848.7047134247
329331.56467746844,2791848.7047134247,329335.90407593234,2791854.0228571137
329335.90407593234,2791854.0228571137,329339.554325761,2791859.826049103
329339.554325761,2791859.826049103,329342.47387192445,2791866.015110239
329342.47387192445,2791866.015110239,329344.61150402436,2791872.524217424
329344.61150402436,2791872.524217424,329345.94553748914,2791879.231785014
329345.94553748914,2791879.231785014,329346.61604070634,2791886.058500167
329346.61604070634,2791886.058500167,329346.43047939567,2791892.918166053
329346.43047939567,2791892.918166053,329345.37738355534,2791899.700146717
329345.37738355534,2791899.700146717,329343.48558160086,2791906.293298212
329343.48558160086,2791906.293298212,329340.8135668989,2791912.5417903536
329340.8135668989,2791912.5417903536,329337.533167334,2791918.487769139
329337.533167334,2791918.487769139,329333.6841231309,2791924.0864216043
329333.6841231309,2791924.0864216043,329329.3060346254,2791929.281858493
329329.3060346254,2791929.281858493,329324.3390131146,2791934.1191478968
329324.3390131146,2791934.1191478968,329318.9119331272,2791938.430494029
329318.9119331272,2791938.430494029,329313.0748879628,2791942.1931094844
329313.0748879628,2791942.1931094844,329310.8350825413,2791943.5618055975
329310.8350825413,2791943.5618055975,329288.53751883365,2791957.225365194
329288.53751883365,2791957.225365194,329282.7528187542,2791961.1424277234
329282.7528187542,2791961.1424277234,329277.2825297854,2791965.2216978148
329277.2825297854,2791965.2216978148,329272.1500148681,2791969.71767611
329272.1500148681,2791969.71767611,329267.3954327529,2791974.6187775326
329267.3954327529,2791974.6187775326,329252.8755994424,2791983.398552802
329160.10621883324,2792028.250216337,329164.9462583397,2792036.5087573295
329164.9462583397,2792036.5087573295,329176.8170616993,2792029.412951447
329176.8170616993,2792029.412951447,329243.09576702595,2791989.315782571
329243.09576702595,2791989.315782571,329252.8755994424,2791983.398552802
329661.5188423699,2792767.350215046,329512.4360125295,2792587.8689689967
329512.4360125295,2792587.8689689967,329498.8305692791,2792572.4203338847
329498.8305692791,2792572.4203338847,329483.49569558376,2792557.259379931
329483.49569558376,2792557.259379931,329468.14692166337,2792542.597129752
329468.14692166337,2792542.597129752,329425.9129048351,2792504.51133642
329425.9129048351,2792504.51133642,329413.0581773673,2792491.080600276
329413.0581773673,2792491.080600276,329400.8607798539,2792477.043370687
329400.8607798539,2792477.043370687,329389.3716426545,2792462.443316052
329389.3716426545,2792462.443316052,329378.6011204624,2792447.302460241
329378.6011204624,2792447.302460241,329368.5799960672,2792431.664725769
329368.5799960672,2792431.664725769,329360.08004272054,2792416.805435125
329360.08004272054,2792416.805435125,329352.4909613899,2792401.4693818428
329352.4909613899,2792401.4693818428,329345.81345308665,2792385.7119461293
329345.81345308665,2792385.7119461293,329329.9162415705,2792343.572035413
329329.9162415705,2792343.572035413,329327.82662369066,2792338.46924165
329327.82662369066,2792338.46924165,329324.8161761217,2792333.8544202745
329324.8161761217,2792333.8544202745,329320.97766260034,2792329.8925729417
329320.97766260034,2792329.8925729417,329316.4537997608,2792326.7148370584
329316.4537997608,2792326.7148370584,329297.58025984745,2792263.5087580336
329271.2675626818,2792015.580968972,329288.45982381894,2792004.5851191496
329288.45982381894,2792004.5851191496,329310.1076123109,2791992.1372587234
329310.1076123109,2791992.1372587234,329332.22389773,2791980.082338247
329332.22389773,2791980.082338247,329374.55765296746,2791956.406442664
329374.55765296746,2791956.406442664,329418.8564701843,2791934.3343977397
329418.8564701843,2791934.3343977397,329430.61536124634,2791928.735780202
329430.61536124634,2791928.735780202,329442.0227912335,2791922.432606673
329442.0227912335,2791922.432606673,329453.03916105174,2791915.4807657176
329453.03916105174,2791915.4807657176,329463.6140987645,2791907.8808912034
329259.5194140171,2792022.819155232,329271.2675626818,2792015.580968972
329218.45526332123,2792071.2167729954,329207.1832270026,2792077.0531636626
329207.1832270026,2792077.0531636626,329189.6055115823,2792086.2371882573
329189.6055115823,2792086.2371882573,329184.42507537303,2792077.351486112
329184.42507537303,2792077.351486112,329180.05841474247,2792069.8735081377
329180.05841474247,2792069.8735081377,329195.70156110206,2792060.691733291
329195.70156110206,2792060.691733291,329246.902060644,2792030.6443799557
329246.902060644,2792030.6443799557,329259.5194140171,2792022.819155232
329250.1300773256,2792050.898690909,329254.33090799185,2792048.4306666134
329254.33090799185,2792048.4306666134,329270.37417112873,2792039.0112955123
329270.37417112873,2792039.0112955123,329264.37675940996,2792030.0583260953
329264.37675940996,2792030.0583260953,329259.5194140171,2792022.819155232
329747.0171019742,2793857.297592472,329771.97182185686,2793928.492412414
329749.89389957953,2793940.9562447146,329752.773315544,2793932.799761817
329752.773315544,2793932.799761817,329754.1311069401,2793925.4157460397
329754.1311069401,2793925.4157460397,329754.38911904884,2793917.901561529
329754.38911904884,2793917.901561529,329753.54958125,2793910.4344292614
329753.54958125,2793910.4344292614,329751.4316180869,2793899.050675018
329751.4316180869,2793899.050675018,329746.4281077279,2793877.7329812613
329746.4281077279,2793877.7329812613,329745.52071192756,2793873.6787513825
329745.52071192756,2793873.6787513825,329745.126069634,2793869.5405193134
329745.126069634,2793869.5405193134,329745.24515749345,2793865.395819281
329745.24515749345,2793865.395819281,329745.8785337852,2793861.2889566133
329745.8785337852,2793861.2889566133,329747.0171019742,2793857.297592472
329705.4404241063,2793719.8325705775,329717.1657138384,2793758.0926172254
329717.1657138384,2793758.0926172254,329747.0171019742,2793857.297592472
329218.45526332123,2792071.2167729954,329225.344602815,2792087.7691092775
329225.344602815,2792087.7691092775,329231.7057103383,2792104.7823153515
329231.7057103383,2792104.7823153515,329273.1066094922,2792243.6110975114
329273.1066094922,2792243.6110975114,329287.766023141,2792297.0329800537
329287.766023141,2792297.0329800537,329316.0881366786,2792406.3597644167
329361.03019031766,2792574.434516434,329340.3468159588,2792497.913212591
329340.3468159588,2792497.913212591,329328.36466068466,2792454.616118001
329328.36466068466,2792454.616118001,329316.0881366786,2792406.3597644167
329374.9709322318,2792516.586224844,329360.82173720235,2792497.9873183668
329360.82173720235,2792497.9873183668,329353.3366924649,2792487.701558316
329353.3366924649,2792487.701558316,329347.37049671425,2792475.61307443
329347.37049671425,2792475.61307443,329340.99885471154,2792460.9374358165
329340.99885471154,2792460.9374358165,329328.3805944574,2792425.524878836
329328.3805944574,2792425.524878836,329326.1852140127,2792420.0246087965
329326.1852140127,2792420.0246087965,329323.69193587825,2792414.871517153
329323.69193587825,2792414.871517153,329320.288606122,2792410.261653184
329320.288606122,2792410.261653184,329316.0881366786,2792406.3597644167
329813.70071134774,2793971.68125041,329795.7808388972,2793982.320187158
329813.70071134774,2793971.68125041,329818.8811380736,2793982.2510032733
329813.70071134774,2793971.68125041,329824.8565933225,2793963.132592649
329777.9339564333,2793941.932611567,329767.58043740113,2793946.9926915816
329777.9339564333,2793941.932611567,329771.97182185686,2793928.492412414
329795.7808388972,2793982.320187158,329783.42044909135,2793954.4039293868
329783.42044909135,2793954.4039293868,329780.50611809676,2793947.782691224
329780.50611809676,2793947.782691224,329777.9339564333,2793941.932611567
328294.30374083796,2792616.821888019,328291.1846486721,2792618.7558349585
328294.30374083796,2792616.821888019,328299.40467037243,2792627.3478562627
328331.0529313326,2792594.0220258497,328300.8018874305,2792612.7956034713
328300.8018874305,2792612.7956034713,328294.30374083796,2792616.821888019
328256.7740148528,2792540.8147290046,328268.65532479517,2792567.1628363524
328268.65532479517,2792567.1628363524,328279.5043846081,2792588.3948732666
328279.5043846081,2792588.3948732666,328294.30374083796,2792616.821888019
328331.0529313326,2792594.0220258497,328346.7984441514,2792584.261820381
328331.0529313326,2792594.0220258497,328337.821360188,2792606.5319925193
328287.91310949845,2792522.140572948,328294.36350153765,2792531.02092824
328294.36350153765,2792531.02092824,328303.89390952163,2792546.7971163373
328303.89390952163,2792546.7971163373,328313.86352953303,2792563.044096629
328313.86352953303,2792563.044096629,328331.0529313326,2792594.0220258497
327782.55953678663,2793884.8760029944,327795.3117098008,2793897.331661741
327802.92134487885,2793873.0510751056,327792.4053403998,2793878.757316683
327792.4053403998,2793878.757316683,327782.55953678663,2793884.8760029944
327802.92134487885,2793873.0510751056,327811.2732229716,2793881.7408070723
327802.92134487885,2793873.0510751056,327794.9463970752,2793864.6888933037
327802.92134487885,2793873.0510751056,327812.7705505742,2793867.198238108
328732.9128305868,2793382.5436219783,328738.0906711857,2793392.825029145
328732.9128305868,2793382.5436219783,328757.7749026871,2793367.949123706
328732.9128305868,2793382.5436219783,328726.9185538284,2793370.644070073
328732.9128305868,2793382.5436219783,328724.1755967953,2793387.949605492
328757.7749026871,2793367.949123706,328768.0056903461,2793361.937114977
328757.7749026871,2793367.949123706,328750.49108664214,2793356.054810893
328757.7749026871,2793367.949123706,328763.2995301797,2793376.974320646
329516.1340269461,2793090.7891351827,329512.54979323165,2793079.0029201997
329516.1340269461,2793090.7891351827,329519.4181833257,2793101.1500605834
329516.1340269461,2793090.7891351827,329507.81668894633,2793093.5748576033
329512.54979323165,2793079.0029201997,329505.07431451586,2793081.434613114
329482.8227976953,2792977.115859747,329505.4838841466,2793054.775593047
329505.4838841466,2793054.775593047,329512.54979323165,2793079.0029201997
328750.49108664214,2793356.054810893,328744.682840182,2793346.9113498754
328750.49108664214,2793356.054810893,328726.9185538284,2793370.644070073
328750.49108664214,2793356.054810893,328761.3376076771,2793349.337079898
328726.9185538284,2793370.644070073,328717.93045717385,2793376.1307807257
328721.389079139,2793359.6470408197,328723.7766650015,2793364.402557516
328723.7766650015,2793364.402557516,328726.9185538284,2793370.644070073
327794.9463970752,2793864.6888933037,327807.5934032063,2793857.0168368537
327794.9463970752,2793864.6888933037,327782.7747755946,2793851.9378068987
327828.6968887304,2791626.4244862804,327871.5604520753,2791699.9589228313
330000.23993070563,2793780.708644683,329961.5726900425,2793823.1584874997
329961.5726900425,2793823.1584874997,329926.8766864943,2793864.129443312
329926.8766864943,2793864.129443312,329880.7833662274,2793920.875038938
328088.30400922487,2792655.619045699,328088.9686561306,2792657.9702472137
328088.9686561306,2792657.9702472137,328089.160804798,2792660.4049995556
328089.160804798,2792660.4049995556,328089.07101911376,2792662.8544124197
328089.07101911376,2792662.8544124197,328088.69859552634,2792665.263103993
328088.69859552634,2792665.263103993,328088.0636823921,2792667.630818293
328088.0636823921,2792667.630818293,328085.49391313514,2792674.7313336786
327922.5390291135,2792772.1637744927,327945.9335776338,2792760.1898490954
327945.9335776338,2792760.1898490954,327974.8780724307,2792744.112946174
327974.8780724307,2792744.112946174,328003.4313698951,2792727.37639396
328003.4313698951,2792727.37639396,328031.6446882511,2792710.0460081296
328031.6446882511,2792710.0460081296,328059.66646701447,2792691.909415325
328059.66646701447,2792691.909415325,328085.49391313514,2792674.7313336786
328244.70689155394,2792549.0438732444,328240.95091549365,2792551.6062918417
328240.95091549365,2792551.6062918417,328186.658921205,2792588.620859331
328186.658921205,2792588.620859331,328167.61972429976,2792607.1859051115
328167.61972429976,2792607.1859051115,328147.96783105575,2792625.105153249
328147.96783105575,2792625.105153249,328127.71289269713,2792642.3452492817
328127.71289269713,2792642.3452492817,328106.8749155679,2792658.8948634835
328106.8749155679,2792658.8948634835,328085.49391313514,2792674.7313336786
327783.85683726484,2792800.6046606344,327796.6382760014,2792822.4099801467
327783.85683726484,2792800.6046606344,327781.5189927184,2792796.624121968
327926.4843846031,2792622.890727538,327887.4284437317,2792552.221376521
327926.4843846031,2792622.890727538,327994.76166704367,2792582.772621158
327926.4843846031,2792622.890727538,327903.96210774046,2792636.1275626183
327863.26472607243,2792508.5152281793,327844.0303733554,2792473.70863065
327863.26472607243,2792508.5152281793,327876.3829458802,2792532.2328628497
327925.88978174445,2792474.7278777277,327917.9767692083,2792475.2494836017
327917.9767692083,2792475.2494836017,327911.25934666663,2792478.6694443836
327911.25934666663,2792478.6694443836,327863.26472607243,2792508.5152281793
327994.76166704367,2792582.772621158,327955.1246505452,2792512.3431238295
328025.6346671113,2792644.6615678053,328025.5845780672,2792644.6843608012
328025.5845780672,2792644.6843608012,328024.9351851435,2792637.1927027516
328024.9351851435,2792637.1927027516,328021.5949340036,2792630.4442505836
328021.5949340036,2792630.4442505836,327994.76166704367,2792582.772621158
327814.9031633966,2792688.441822247,327840.1556313345,2792673.608062776
327814.9031633966,2792688.441822247,327772.6795192937,2792713.273691346
327860.90148713795,2792748.830725886,327857.47419439844,2792748.708161591
327857.47419439844,2792748.708161591,327854.14855518844,2792747.8642237415
327854.14855518844,2792747.8642237415,327851.0763845722,2792746.352371316
327851.0763845722,2792746.352371316,327848.39956468914,2792744.23726774
327848.39956468914,2792744.23726774,327846.21982262674,2792741.595165505
327846.21982262674,2792741.595165505,327844.4897479949,2792738.6593092186
327844.4897479949,2792738.6593092186,327814.9031633966,2792688.441822247
327876.3829458802,2792532.2328628497,327887.4284437317,2792552.221376521
327840.1556313345,2792673.608062776,327812.20793211076,2792629.462713895
327812.20793211076,2792629.462713895,327808.8900489822,2792623.6889009136
327808.8900489822,2792623.6889009136,327807.1960000687,2792617.251888168
327807.1960000687,2792617.251888168,327807.22223470284,2792610.6046526497
327807.22223470284,2792610.6046526497,327808.99454243516,2792604.1899930993
327808.99454243516,2792604.1899930993,327817.45893874817,2792575.744316415
327817.45893874817,2792575.744316415,327819.08332001173,2792570.3728894386
327819.08332001173,2792570.3728894386,327821.943802029,2792565.5396409854
327821.943802029,2792565.5396409854,327825.8827222936,2792561.523532386
327825.8827222936,2792561.523532386,327830.67133423523,2792558.560116882
327830.67133423523,2792558.560116882,327876.3829458802,2792532.2328628497
327840.1556313345,2792673.608062776,327903.96210774046,2792636.1275626183
327847.5611822397,2792319.610758646,327872.13990705414,2792361.0627493802
327847.5611822397,2792319.610758646,327836.12192483136,2792298.7853355007
327808.83864087984,2792249.103502507,327836.12192483136,2792298.7853355007
328504.2295034934,2792977.4777726154,328506.58640519925,2792981.3917094804
328506.58640519925,2792981.3917094804,328520.5208355937,2793004.4459141926
328520.5208355937,2793004.4459141926,328524.961853886,2793010.6266087396
328524.961853886,2793010.6266087396,328530.00126067013,2793016.3233597875
328530.00126067013,2793016.3233597875,328535.6081321854,2793021.481169277
328535.6081321854,2793021.481169277,328541.71124966245,2793026.0455499226
328510.8018613623,2792968.188524653,328514.3622924726,2792974.845661298
328514.3622924726,2792974.845661298,328541.71124966245,2793026.0455499226
328595.0135821406,2793123.3118123566,328568.4631984511,2793078.6488933237
328568.4631984511,2793078.6488933237,328558.2610908885,2793061.4963023537
328558.2610908885,2793061.4963023537,328541.71124966245,2793026.0455499226
328171.6544583562,2793410.267603536,328211.9545751546,2793478.440264416
328171.6544583562,2793410.267603536,328203.2343900243,2793390.778777941
328171.6544583562,2793410.267603536,328103.83982781094,2793450.0136570544
328252.7211470849,2793546.0864259587,328211.9545751546,2793478.440264416
328252.7211470849,2793546.0864259587,328256.2913456276,2793543.9916299116
328142.59952071833,2793518.2500217687,328173.0035923675,2793568.801102965
328173.0035923675,2793568.801102965,328175.57494370156,2793572.1472738874
328175.57494370156,2793572.1472738874,328178.753877498,2793574.942896258
328178.753877498,2793574.942896258,328182.41782401735,2793577.056589712
328182.41782401735,2793577.056589712,328186.4348440396,2793578.412483677
328186.4348440396,2793578.412483677,328190.3910835094,2793578.9493669863
328190.3910835094,2793578.9493669863,328194.37818889966,2793578.743622543
328194.37818889966,2793578.743622543,328198.2554143539,2793577.8191946466
328198.2554143539,2793577.8191946466,328201.9020200984,2793576.1886951374
328201.9020200984,2793576.1886951374,328252.7211470849,2793546.0864259587
328059.24969949806,2794157.024387671,328046.98778582993,2794144.2631648267
328059.24969949806,2794157.024387671,328066.2470998813,2794163.8038776685
328042.40755559225,2794172.2827342995,328047.3265592953,2794169.317694382
328047.3265592953,2794169.317694382,328051.8246844332,2794165.7376307505
328051.8246844332,2794165.7376307505,328055.8122603851,2794161.621230563
328055.8122603851,2794161.621230563,328059.24969949806,2794157.024387671
327985.1427208056,2794229.243981322,328042.40755559225,2794172.2827342995
327985.1427208056,2794229.243981322,328013.9017897176,2794256.662210946
327853.03976609866,2793859.285320793,327860.35248748085,2793843.328272109
327853.03976609866,2793859.285320793,327940.1231239974,2793814.6508611017
327841.3826196069,2793881.4017632375,327841.2941613707,2793876.8275987986
327841.2941613707,2793876.8275987986,327842.2142942059,2793872.3402977395
327842.2142942059,2793872.3402977395,327844.0853999588,2793868.162157558
327844.0853999588,2793868.162157558,327846.81935845595,2793864.493707842
327846.81935845595,2793864.493707842,327853.03976609866,2793859.285320793
328569.4663897064,2794204.551902291,328574.70809815975,2794201.6051258747
328569.4663897064,2794204.551902291,328573.6470419535,2794212.4751637494
328569.4663897064,2794204.551902291,328560.1335021999,2794209.81049709
328569.4663897064,2794204.551902291,328567.5361247185,2794200.898430692
328136.2005593759,2794207.0278252885,328163.69573075394,2794191.3018625295
328136.2005593759,2794207.0278252885,328154.0869330319,2794224.780358803
328136.2005593759,2794207.0278252885,328122.54348547664,2794193.874382746
328249.8443600722,2794145.362875176,328286.19553891034,2794124.0963932658
328249.8443600722,2794145.362875176,328243.5686896505,2794148.5998687567
328267.48213979776,2794182.4168739324,328265.6133791463,2794177.2671060627
328265.6133791463,2794177.2671060627,328263.41389717767,2794172.254476967
328263.41389717767,2794172.254476967,328260.91391251114,2794167.3786029597
328260.91391251114,2794167.3786029597,328258.4642910808,2794162.502089622
328258.4642910808,2794162.502089622,328249.8443600722,2794145.362875176
328950.8261972726,2793776.6928448984,328928.9319430839,2793736.745132053
328950.8261972726,2793776.6928448984,328962.42182431393,2793797.3619705685
328900.86670972453,2793778.4215823663,328914.3283103399,2793769.787584948
328914.3283103399,2793769.787584948,328919.4166554564,2793767.441119412
328919.4166554564,2793767.441119412,328925.2283454059,2793766.525661215
328925.2283454059,2793766.525661215,328930.5657824784,2793767.144985592
328930.5657824784,2793767.144985592,328935.98369422415,2793769.347465422
328935.98369422415,2793769.347465422,328950.8261972726,2793776.6928448984
328928.9319430839,2793736.745132053,328907.22198531835,2793697.8364595342
328909.46938692697,2793763.9887297284,328915.6502376273,2793760.398769574
328915.6502376273,2793760.398769574,328919.52461108455,2793757.657771826
328919.52461108455,2793757.657771826,328922.8569763042,2793754.2811008575
328922.8569763042,2793754.2811008575,328925.52785543655,2793750.3810489187
328925.52785543655,2793750.3810489187,328927.47806972894,2793746.058067313
328927.47806972894,2793746.058067313,328928.618920909,2793741.4683714267
328928.618920909,2793741.4683714267,328928.9319430839,2793736.745132053
328608.5992787947,2793948.0841944246,328602.59288427886,2793938.400480868
328608.5992787947,2793948.0841944246,328599.01187300147,2793953.9441929585
328608.5992787947,2793948.0841944246,328612.7544584888,2793954.789196462
328622.8700361919,2793939.7276565847,328616.7092051468,2793943.295352313
328616.7092051468,2793943.295352313,328608.5992787947,2793948.0841944246
328710.3238868288,2794133.3843328357,328759.05027954007,2794210.9898769422
328710.3238868288,2794133.3843328357,328708.9049092071,2794131.1202119146
328704.569455622,2794141.9873993145,328707.0670439105,2794139.529646121
328707.0670439105,2794139.529646121,328709.01493892755,2794136.6246533515
328709.01493892755,2794136.6246533515,328710.3238868288,2794133.3843328357
329375.59040104615,2794008.9521050015,329363.0320923482,2793986.1789073874
329380.24202981876,2794021.5002875775,329379.1357028829,2794019.25431491
329379.1357028829,2794019.25431491,329378.05596091313,2794016.7199762696
329378.05596091313,2794016.7199762696,329377.1266154718,2794014.1283494653
329377.1266154718,2794014.1283494653,329376.34780640027,2794011.490510807
329376.34780640027,2794011.490510807,329375.59040104615,2794008.9521050015
329384.238962597,2794018.89081396,329382.9170387873,2794017.123919628
329382.9170387873,2794017.123919628,329381.2173805609,2794014.9629800282
329381.2173805609,2794014.9629800282,329379.42804269656,2794012.8807188855
329379.42804269656,2794012.8807188855,329377.54902517865,2794010.8771362314
329377.54902517865,2794010.8771362314,329375.59040104615,2794008.9521050015
329232.92725599644,2794102.612695379,329223.2592999053,2794085.353244366
329280.44136396726,2794198.5473347735,329239.13538954797,2794126.717804352
329239.13538954797,2794126.717804352,329236.22767243965,2794118.2465382013
329236.22767243965,2794118.2465382013,329234.6569984786,2794111.143150303
329234.6569984786,2794111.143150303,329232.92725599644,2794102.612695379
329311.28122632275,2794084.563085995,329262.8942187519,2794111.7946737544
329262.8942187519,2794111.7946737544,329256.33600200777,2794114.21496757
329256.33600200777,2794114.21496757,329249.3366807666,2794114.4141352703
329249.3366807666,2794114.4141352703,329242.65144530265,2794112.360484045
329242.65144530265,2794112.360484045,329236.9784058491,2794108.2889151545
329236.9784058491,2794108.2889151545,329232.92725599644,2794102.612695379
329124.4463287563,2793806.2145628403,329095.8183597099,2793821.731188447
329095.8183597099,2793821.731188447,329092.41098036524,2793824.754263723
329092.41098036524,2793824.754263723,329089.99385575124,2793828.008543152
329089.99385575124,2793828.008543152,329088.1524504528,2793832.175030233
329088.1524504528,2793832.175030233,329087.4945095629,2793836.714294172
329087.4945095629,2793836.714294172,329083.9196906008,2793842.431469934
329109.318378621,2793884.694746123,329086.724407587,2793846.727563992
329086.724407587,2793846.727563992,329083.9196906008,2793842.431469934
329052.1732464852,2793806.5076088416,329058.37091161136,2793804.2468761443
329058.37091161136,2793804.2468761443,329061.41554350173,2793804.407796394
329061.41554350173,2793804.407796394,329064.60316771956,2793805.5196277173
329064.60316771956,2793805.5196277173,329083.9196906008,2793842.431469934
329154.46586877713,2793792.3864509803,329139.52450917143,2793800.329897932
329139.52450917143,2793800.329897932,329135.9523018527,2793802.2693888396
329135.9523018527,2793802.2693888396,329132.2250786465,2793803.900652324
329132.2250786465,2793803.900652324,329128.37291902426,2793805.2122303187
329128.37291902426,2793805.2122303187,329124.4463287563,2793806.2145628403
329151.69166189537,2793787.3144907984,329136.60773937555,2793796.7331304066
329136.60773937555,2793796.7331304066,329133.41145938064,2793798.9226687006
329133.41145938064,2793798.9226687006,329130.2968857571,2793801.199800326
329130.2968857571,2793801.199800326,329127.30515112885,2793803.630474159
329127.30515112885,2793803.630474159,329124.4463287563,2793806.2145628403
329151.69166189537,2793787.3144907984,329139.2328197859,2793764.4848195943
329139.2328197859,2793764.4848195943,329138.57329808373,2793763.318872695
329127.4439318025,2793737.2708391133,329134.8539905177,2793752.0218804153
329134.8539905177,2793752.0218804153,329136.3111277549,2793755.7146366923
329136.3111277549,2793755.7146366923,329137.5575657361,2793759.4765238413
329137.5575657361,2793759.4765238413,329138.57329808373,2793763.318872695
