id,start_x,start_y,end_x,end_y,length,wkt
65,328244.70689155394,2792549.0438732444,328085.49391313514,2792674.7313336786,203.2594448376934,"LINESTRING (328244.70689155394 2792549.0438732444, 328240.95091549365 2792551.6062918417, 328186.658921205 2792588.620859331, 328167.61972429976 2792607.1859051115, 328147.96783105575 2792625.105153249, 328127.71289269713 2792642.3452492817, 328106.8749155679 2792658.8948634835, 328085.49391313514 2792674.7313336786)"
66,327783.85683726484,2792800.6046606344,327796.6382760014,2792822.4099801467,25.27522769843429,"LINESTRING (327783.85683726484 2792800.6046606344, 327796.6382760014 2792822.4099801467)"
67,327783.85683726484,2792800.6046606344,327781.5189927184,2792796.624121968,4.616297780334078,"LINESTRING (327783.85683726484 2792800.6046606344, 327781.5189927184 2792796.624121968)"
68,327926.4843846031,2792622.890727538,327887.4284437317,2792552.221376521,80.74356748701507,"LINESTRING (327926.4843846031 2792622.890727538, 327887.4284437317 2792552.221376521)"
69,327926.4843846031,2792622.890727538,327994.76166704367,2792582.772621158,79.19122272698338,"LINESTRING (327926.4843846031 2792622.890727538, 327994.76166704367 2792582.772621158)"
70,327926.4843846031,2792622.890727538,327903.96210774046,2792636.1275626183,26.12406473001155,"LINESTRING (327926.4843846031 2792622.890727538, 327903.96210774046 2792636.1275626183)"
71,327863.26472607243,2792508.5152281793,327844.0303733554,2792473.70863065,39.76756914900653,"LINESTRING (327863.26472607243 2792508.5152281793, 327844.0303733554 2792473.70863065)"
72,327863.26472607243,2792508.5152281793,327876.3829458802,2792532.2328628497,27.10376146007365,"LINESTRING (327863.26472607243 2792508.5152281793, 327876.3829458802 2792532.2328628497)"
73,327925.88978174445,2792474.7278777277,327863.26472607243,2792508.5152281793,71.98581819880306,"LINESTRING (327925.88978174445 2792474.7278777277, 327917.9767692083 2792475.2494836017, 327911.25934666663 2792478.6694443836, 327863.26472607243 2792508.5152281793)"
74,327994.76166704367,2792582.772621158,327955.1246505452,2792512.3431238295,80.81712176796756,"LINESTRING (327994.76166704367 2792582.772621158, 327955.1246505452 2792512.3431238295)"
75,328025.6346671113,2792644.6615678053,327994.76166704367,2792582.772621158,69.80938710664336,"LINESTRING (328025.6346671113 2792644.6615678053, 328025.5845780672 2792644.6843608012, 328024.9351851435 2792637.1927027516, 328021.5949340036 2792630.4442505836, 327994.76166704367 2792582.772621158)"
76,327814.9031633966,2792688.441822247,327840.1556313345,2792673.608062776,29.286986137351654,"LINESTRING (327814.9031633966 2792688.441822247, 327840.1556313345 2792673.608062776)"
77,327814.9031633966,2792688.441822247,327772.6795192937,2792713.273691346,48.984261189350846,"LINESTRING (327814.9031633966 2792688.441822247, 327772.6795192937 2792713.273691346)"
